"TIME","GEO","UNIT","ICHA11_HC","ICHA11_HF","Value","Flag and Footnotes"
"2009","Switzerland","Million euro","Current health care expenditure (CHE)","Government schemes and compulsory contributory health care financing schemes",":",""
"2009","Switzerland","Million euro","Current health care expenditure (CHE)","Government schemes",":",""
"2009","Switzerland","Million euro","Current health care expenditure (CHE)","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",":",""
"2009","Switzerland","Million euro","Current health care expenditure (CHE)","Voluntary health care payment schemes",":",""
"2009","Bosnia and Herzegovina","Million euro","Current health care expenditure (CHE)","All financing schemes",":",""
"2009","Bosnia and Herzegovina","Million euro","Current health care expenditure (CHE)","Government schemes and compulsory contributory health care financing schemes",":",""
"2009","Bosnia and Herzegovina","Million euro","Current health care expenditure (CHE)","Government schemes",":",""
"2009","Bosnia and Herzegovina","Million euro","Current health care expenditure (CHE)","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",":",""
"2009","Bosnia and Herzegovina","Million euro","Current health care expenditure (CHE)","Voluntary health care payment schemes",":",""
"2010","European Union - 27 countries (from 2020)","Million euro","Current health care expenditure (CHE)","All financing schemes",":",""
"2010","European Union - 27 countries (from 2020)","Million euro","Current health care expenditure (CHE)","Government schemes and compulsory contributory health care financing schemes",":",""
"2010","European Union - 27 countries (from 2020)","Million euro","Current health care expenditure (CHE)","Government schemes",":",""
"2010","European Union - 27 countries (from 2020)","Million euro","Current health care expenditure (CHE)","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",":",""
"2010","European Union - 27 countries (from 2020)","Million euro","Current health care expenditure (CHE)","Voluntary health care payment schemes",":",""
"2010","European Union - 28 countries (2013-2020)","Million euro","Current health care expenditure (CHE)","All financing schemes",":",""
"2010","European Union - 28 countries (2013-2020)","Million euro","Current health care expenditure (CHE)","Government schemes and compulsory contributory health care financing schemes",":",""
"2010","European Union - 28 countries (2013-2020)","Million euro","Current health care expenditure (CHE)","Government schemes",":",""
"2010","European Union - 28 countries (2013-2020)","Million euro","Current health care expenditure (CHE)","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",":",""
"2010","European Union - 28 countries (2013-2020)","Million euro","Current health care expenditure (CHE)","Voluntary health care payment schemes",":",""
"2010","European Union - 27 countries (2007-2013)","Million euro","Current health care expenditure (CHE)","All financing schemes",":",""
"2010","European Union - 27 countries (2007-2013)","Million euro","Current health care expenditure (CHE)","Government schemes and compulsory contributory health care financing schemes",":",""
"2010","European Union - 27 countries (2007-2013)","Million euro","Current health care expenditure (CHE)","Government schemes",":",""
"2010","European Union - 27 countries (2007-2013)","Million euro","Current health care expenditure (CHE)","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",":",""
"2010","European Union - 27 countries (2007-2013)","Million euro","Current health care expenditure (CHE)","Voluntary health care payment schemes",":",""
"2010","European Union - 15 countries (1995-2004)","Million euro","Current health care expenditure (CHE)","All financing schemes",":",""
"2010","European Union - 15 countries (1995-2004)","Million euro","Current health care expenditure (CHE)","Government schemes and compulsory contributory health care financing schemes",":",""
"2010","European Union - 15 countries (1995-2004)","Million euro","Current health care expenditure (CHE)","Government schemes",":",""
"2010","European Union - 15 countries (1995-2004)","Million euro","Current health care expenditure (CHE)","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",":",""
"2010","European Union - 15 countries (1995-2004)","Million euro","Current health care expenditure (CHE)","Voluntary health care payment schemes",":",""
"2010","Euro area - 19 countries  (from 2015)","Million euro","Current health care expenditure (CHE)","All financing schemes",":",""
"2010","Euro area - 19 countries  (from 2015)","Million euro","Current health care expenditure (CHE)","Government schemes and compulsory contributory health care financing schemes",":",""
"2010","Euro area - 19 countries  (from 2015)","Million euro","Current health care expenditure (CHE)","Government schemes",":",""
"2010","Euro area - 19 countries  (from 2015)","Million euro","Current health care expenditure (CHE)","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",":",""
"2010","Euro area - 19 countries  (from 2015)","Million euro","Current health care expenditure (CHE)","Voluntary health care payment schemes",":",""
"2010","Euro area - 18 countries (2014)","Million euro","Current health care expenditure (CHE)","All financing schemes",":",""
"2010","Euro area - 18 countries (2014)","Million euro","Current health care expenditure (CHE)","Government schemes and compulsory contributory health care financing schemes",":",""
"2010","Euro area - 18 countries (2014)","Million euro","Current health care expenditure (CHE)","Government schemes",":",""
"2010","Euro area - 18 countries (2014)","Million euro","Current health care expenditure (CHE)","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",":",""
"2010","Euro area - 18 countries (2014)","Million euro","Current health care expenditure (CHE)","Voluntary health care payment schemes",":",""
"2010","Euro area - 12 countries (2001-2006)","Million euro","Current health care expenditure (CHE)","All financing schemes",":",""
"2010","Euro area - 12 countries (2001-2006)","Million euro","Current health care expenditure (CHE)","Government schemes and compulsory contributory health care financing schemes",":",""
"2010","Euro area - 12 countries (2001-2006)","Million euro","Current health care expenditure (CHE)","Government schemes",":",""
"2010","Euro area - 12 countries (2001-2006)","Million euro","Current health care expenditure (CHE)","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",":",""
"2010","Euro area - 12 countries (2001-2006)","Million euro","Current health care expenditure (CHE)","Voluntary health care payment schemes",":",""
"2010","Belgium","Million euro","Current health care expenditure (CHE)","All financing schemes","36,417.84",""
"2010","Belgium","Million euro","Current health care expenditure (CHE)","Government schemes and compulsory contributory health care financing schemes","28,320.33",""
"2010","Belgium","Million euro","Current health care expenditure (CHE)","Government schemes","3,968.01",""
"2010","Belgium","Million euro","Current health care expenditure (CHE)","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)","24,352.32",""
"2010","Belgium","Million euro","Current health care expenditure (CHE)","Voluntary health care payment schemes","1,480.59",""
"2010","Bulgaria","Million euro","Current health care expenditure (CHE)","All financing schemes",":",""
"2010","Bulgaria","Million euro","Current health care expenditure (CHE)","Government schemes and compulsory contributory health care financing schemes",":",""
"2010","Bulgaria","Million euro","Current health care expenditure (CHE)","Government schemes",":",""
"2010","Bulgaria","Million euro","Current health care expenditure (CHE)","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",":",""
"2010","Bulgaria","Million euro","Current health care expenditure (CHE)","Voluntary health care payment schemes",":",""
"2010","Czechia","Million euro","Current health care expenditure (CHE)","All financing schemes",":",""
"2010","Czechia","Million euro","Current health care expenditure (CHE)","Government schemes and compulsory contributory health care financing schemes",":",""
"2010","Czechia","Million euro","Current health care expenditure (CHE)","Government schemes",":",""
"2010","Czechia","Million euro","Current health care expenditure (CHE)","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",":",""
"2010","Czechia","Million euro","Current health care expenditure (CHE)","Voluntary health care payment schemes",":",""
"2010","Denmark","Million euro","Current health care expenditure (CHE)","All financing schemes","25,126.67",""
"2010","Denmark","Million euro","Current health care expenditure (CHE)","Government schemes and compulsory contributory health care financing schemes","21,076.18",""
"2010","Denmark","Million euro","Current health care expenditure (CHE)","Government schemes","21,076.18",""
"2010","Denmark","Million euro","Current health care expenditure (CHE)","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)","0.00",""
"2010","Denmark","Million euro","Current health care expenditure (CHE)","Voluntary health care payment schemes","435.84",""
"2010","Germany (until 1990 former territory of the FRG)","Million euro","Current health care expenditure (CHE)","All financing schemes","283,946.00",""
"2010","Germany (until 1990 former territory of the FRG)","Million euro","Current health care expenditure (CHE)","Government schemes and compulsory contributory health care financing schemes","236,842.00",""
"2010","Germany (until 1990 former territory of the FRG)","Million euro","Current health care expenditure (CHE)","Government schemes","19,245.00",""
"2010","Germany (until 1990 former territory of the FRG)","Million euro","Current health care expenditure (CHE)","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)","217,597.00",""
"2010","Germany (until 1990 former territory of the FRG)","Million euro","Current health care expenditure (CHE)","Voluntary health care payment schemes","7,571.00",""
"2010","Estonia","Million euro","Current health care expenditure (CHE)","All financing schemes","932.10",""
"2010","Estonia","Million euro","Current health care expenditure (CHE)","Government schemes and compulsory contributory health care financing schemes","711.45",""
"2010","Estonia","Million euro","Current health care expenditure (CHE)","Government schemes","101.75",""
"2010","Estonia","Million euro","Current health care expenditure (CHE)","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)","609.70",""
"2010","Estonia","Million euro","Current health care expenditure (CHE)","Voluntary health care payment schemes","16.30",""
"2010","Ireland","Million euro","Current health care expenditure (CHE)","All financing schemes",":",""
"2010","Ireland","Million euro","Current health care expenditure (CHE)","Government schemes and compulsory contributory health care financing schemes",":",""
"2010","Ireland","Million euro","Current health care expenditure (CHE)","Government schemes",":",""
"2010","Ireland","Million euro","Current health care expenditure (CHE)","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",":",""
"2010","Ireland","Million euro","Current health care expenditure (CHE)","Voluntary health care payment schemes",":",""
"2010","Greece","Million euro","Current health care expenditure (CHE)","All financing schemes","21,608.69",""
"2010","Greece","Million euro","Current health care expenditure (CHE)","Government schemes and compulsory contributory health care financing schemes","14,920.86",""
"2010","Greece","Million euro","Current health care expenditure (CHE)","Government schemes","6,475.43",""
"2010","Greece","Million euro","Current health care expenditure (CHE)","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)","8,445.43",""
"2010","Greece","Million euro","Current health care expenditure (CHE)","Voluntary health care payment schemes","605.64",""
"2010","Spain","Million euro","Current health care expenditure (CHE)","All financing schemes","97,405.94",""
"2010","Spain","Million euro","Current health care expenditure (CHE)","Government schemes and compulsory contributory health care financing schemes","72,812.07",""
"2010","Spain","Million euro","Current health care expenditure (CHE)","Government schemes","68,748.18",""
"2010","Spain","Million euro","Current health care expenditure (CHE)","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)","4,063.90",""
"2010","Spain","Million euro","Current health care expenditure (CHE)","Voluntary health care payment schemes","4,373.36",""
"2010","France","Million euro","Current health care expenditure (CHE)","All financing schemes","224,252.17",""
"2010","France","Million euro","Current health care expenditure (CHE)","Government schemes and compulsory contributory health care financing schemes","171,208.47",""
"2010","France","Million euro","Current health care expenditure (CHE)","Government schemes","11,157.67",""
"2010","France","Million euro","Current health care expenditure (CHE)","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)","160,050.76",""
"2010","France","Million euro","Current health care expenditure (CHE)","Voluntary health care payment schemes","30,123.48",""
"2010","Croatia","Million euro","Current health care expenditure (CHE)","All financing schemes",":",""
"2010","Croatia","Million euro","Current health care expenditure (CHE)","Government schemes and compulsory contributory health care financing schemes",":",""
"2010","Croatia","Million euro","Current health care expenditure (CHE)","Government schemes",":",""
"2010","Croatia","Million euro","Current health care expenditure (CHE)","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",":",""
"2010","Croatia","Million euro","Current health care expenditure (CHE)","Voluntary health care payment schemes",":",""
"2010","Italy","Million euro","Current health care expenditure (CHE)","All financing schemes",":",""
"2010","Italy","Million euro","Current health care expenditure (CHE)","Government schemes and compulsory contributory health care financing schemes",":",""
"2010","Italy","Million euro","Current health care expenditure (CHE)","Government schemes",":",""
"2010","Italy","Million euro","Current health care expenditure (CHE)","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",":",""
"2010","Italy","Million euro","Current health care expenditure (CHE)","Voluntary health care payment schemes",":",""
"2010","Cyprus","Million euro","Current health care expenditure (CHE)","All financing schemes","1,211.58",""
"2010","Cyprus","Million euro","Current health care expenditure (CHE)","Government schemes and compulsory contributory health care financing schemes","583.70",""
"2010","Cyprus","Million euro","Current health care expenditure (CHE)","Government schemes","575.04",""
"2010","Cyprus","Million euro","Current health care expenditure (CHE)","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)","8.66",""
"2010","Cyprus","Million euro","Current health care expenditure (CHE)","Voluntary health care payment schemes","127.73",""
"2010","Latvia","Million euro","Current health care expenditure (CHE)","All financing schemes",":",""
"2010","Latvia","Million euro","Current health care expenditure (CHE)","Government schemes and compulsory contributory health care financing schemes",":",""
"2010","Latvia","Million euro","Current health care expenditure (CHE)","Government schemes",":",""
"2010","Latvia","Million euro","Current health care expenditure (CHE)","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",":",""
"2010","Latvia","Million euro","Current health care expenditure (CHE)","Voluntary health care payment schemes",":",""
"2010","Lithuania","Million euro","Current health care expenditure (CHE)","All financing schemes","1,910.39",""
"2010","Lithuania","Million euro","Current health care expenditure (CHE)","Government schemes and compulsory contributory health care financing schemes","1,369.99",""
"2010","Lithuania","Million euro","Current health care expenditure (CHE)","Government schemes","197.75",""
"2010","Lithuania","Million euro","Current health care expenditure (CHE)","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)","1,172.24",""
"2010","Lithuania","Million euro","Current health care expenditure (CHE)","Voluntary health care payment schemes","11.97",""
"2010","Luxembourg","Million euro","Current health care expenditure (CHE)","All financing schemes",":",""
"2010","Luxembourg","Million euro","Current health care expenditure (CHE)","Government schemes and compulsory contributory health care financing schemes",":",""
"2010","Luxembourg","Million euro","Current health care expenditure (CHE)","Government schemes",":",""
"2010","Luxembourg","Million euro","Current health care expenditure (CHE)","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",":",""
"2010","Luxembourg","Million euro","Current health care expenditure (CHE)","Voluntary health care payment schemes",":",""
"2010","Hungary","Million euro","Current health care expenditure (CHE)","All financing schemes","7,431.57",""
"2010","Hungary","Million euro","Current health care expenditure (CHE)","Government schemes and compulsory contributory health care financing schemes","4,987.04",""
"2010","Hungary","Million euro","Current health care expenditure (CHE)","Government schemes","606.83",""
"2010","Hungary","Million euro","Current health care expenditure (CHE)","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)","4,380.22",""
"2010","Hungary","Million euro","Current health care expenditure (CHE)","Voluntary health care payment schemes","407.09",""
"2010","Malta","Million euro","Current health care expenditure (CHE)","All financing schemes",":",""
"2010","Malta","Million euro","Current health care expenditure (CHE)","Government schemes and compulsory contributory health care financing schemes",":",""
"2010","Malta","Million euro","Current health care expenditure (CHE)","Government schemes",":",""
"2010","Malta","Million euro","Current health care expenditure (CHE)","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",":",""
"2010","Malta","Million euro","Current health care expenditure (CHE)","Voluntary health care payment schemes",":",""
"2010","Netherlands","Million euro","Current health care expenditure (CHE)","All financing schemes","64,910.43",""
"2010","Netherlands","Million euro","Current health care expenditure (CHE)","Government schemes and compulsory contributory health care financing schemes","54,119.77",""
"2010","Netherlands","Million euro","Current health care expenditure (CHE)","Government schemes","3,336.93",""
"2010","Netherlands","Million euro","Current health care expenditure (CHE)","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)","50,782.84",""
"2010","Netherlands","Million euro","Current health care expenditure (CHE)","Voluntary health care payment schemes","4,886.76",""
"2010","Austria","Million euro","Current health care expenditure (CHE)","All financing schemes","30,243.65",""
"2010","Austria","Million euro","Current health care expenditure (CHE)","Government schemes and compulsory contributory health care financing schemes","22,576.02",""
"2010","Austria","Million euro","Current health care expenditure (CHE)","Government schemes","9,383.74",""
"2010","Austria","Million euro","Current health care expenditure (CHE)","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)","13,192.27",""
"2010","Austria","Million euro","Current health care expenditure (CHE)","Voluntary health care payment schemes","2,041.82",""
"2010","Poland","Million euro","Current health care expenditure (CHE)","All financing schemes",":",""
"2010","Poland","Million euro","Current health care expenditure (CHE)","Government schemes and compulsory contributory health care financing schemes",":",""
"2010","Poland","Million euro","Current health care expenditure (CHE)","Government schemes",":",""
"2010","Poland","Million euro","Current health care expenditure (CHE)","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",":",""
"2010","Poland","Million euro","Current health care expenditure (CHE)","Voluntary health care payment schemes",":",""
"2010","Portugal","Million euro","Current health care expenditure (CHE)","All financing schemes","17,668.16",""
"2010","Portugal","Million euro","Current health care expenditure (CHE)","Government schemes and compulsory contributory health care financing schemes","12,326.83",""
"2010","Portugal","Million euro","Current health care expenditure (CHE)","Government schemes","12,151.77",""
"2010","Portugal","Million euro","Current health care expenditure (CHE)","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)","175.06",""
"2010","Portugal","Million euro","Current health care expenditure (CHE)","Voluntary health care payment schemes","1,002.87",""
"2010","Romania","Million euro","Current health care expenditure (CHE)","All financing schemes",":",""
"2010","Romania","Million euro","Current health care expenditure (CHE)","Government schemes and compulsory contributory health care financing schemes",":",""
"2010","Romania","Million euro","Current health care expenditure (CHE)","Government schemes",":",""
"2010","Romania","Million euro","Current health care expenditure (CHE)","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",":",""
"2010","Romania","Million euro","Current health care expenditure (CHE)","Voluntary health care payment schemes",":",""
"2010","Slovenia","Million euro","Current health care expenditure (CHE)","All financing schemes",":",""
"2010","Slovenia","Million euro","Current health care expenditure (CHE)","Government schemes and compulsory contributory health care financing schemes",":",""
"2010","Slovenia","Million euro","Current health care expenditure (CHE)","Government schemes",":",""
"2010","Slovenia","Million euro","Current health care expenditure (CHE)","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",":",""
"2010","Slovenia","Million euro","Current health care expenditure (CHE)","Voluntary health care payment schemes",":",""
"2010","Slovakia","Million euro","Current health care expenditure (CHE)","All financing schemes",":",""
"2010","Slovakia","Million euro","Current health care expenditure (CHE)","Government schemes and compulsory contributory health care financing schemes",":",""
"2010","Slovakia","Million euro","Current health care expenditure (CHE)","Government schemes",":",""
"2010","Slovakia","Million euro","Current health care expenditure (CHE)","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",":",""
"2010","Slovakia","Million euro","Current health care expenditure (CHE)","Voluntary health care payment schemes",":",""
"2010","Finland","Million euro","Current health care expenditure (CHE)","All financing schemes","16,609.23",""
"2010","Finland","Million euro","Current health care expenditure (CHE)","Government schemes and compulsory contributory health care financing schemes","12,586.18",""
"2010","Finland","Million euro","Current health care expenditure (CHE)","Government schemes","9,986.82",""
"2010","Finland","Million euro","Current health care expenditure (CHE)","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)","2,599.36",""
"2010","Finland","Million euro","Current health care expenditure (CHE)","Voluntary health care payment schemes","707.06",""
"2010","Sweden","Million euro","Current health care expenditure (CHE)","All financing schemes","31,321.34",""
"2010","Sweden","Million euro","Current health care expenditure (CHE)","Government schemes and compulsory contributory health care financing schemes","25,646.88",""
"2010","Sweden","Million euro","Current health care expenditure (CHE)","Government schemes","25,646.88",""
"2010","Sweden","Million euro","Current health care expenditure (CHE)","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)","0",""
"2010","Sweden","Million euro","Current health care expenditure (CHE)","Voluntary health care payment schemes","368.24",""
"2010","United Kingdom","Million euro","Current health care expenditure (CHE)","All financing schemes",":",""
"2010","United Kingdom","Million euro","Current health care expenditure (CHE)","Government schemes and compulsory contributory health care financing schemes",":",""
"2010","United Kingdom","Million euro","Current health care expenditure (CHE)","Government schemes",":",""
"2010","United Kingdom","Million euro","Current health care expenditure (CHE)","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",":",""
"2010","United Kingdom","Million euro","Current health care expenditure (CHE)","Voluntary health care payment schemes",":",""
"2010","Iceland","Million euro","Current health care expenditure (CHE)","All financing schemes",":",""
"2010","Iceland","Million euro","Current health care expenditure (CHE)","Government schemes and compulsory contributory health care financing schemes",":",""
"2010","Iceland","Million euro","Current health care expenditure (CHE)","Government schemes",":",""
"2010","Iceland","Million euro","Current health care expenditure (CHE)","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",":",""
"2010","Iceland","Million euro","Current health care expenditure (CHE)","Voluntary health care payment schemes",":",""
"2010","Liechtenstein","Million euro","Current health care expenditure (CHE)","All financing schemes",":",""
"2010","Liechtenstein","Million euro","Current health care expenditure (CHE)","Government schemes and compulsory contributory health care financing schemes",":",""
"2010","Liechtenstein","Million euro","Current health care expenditure (CHE)","Government schemes",":",""
"2010","Liechtenstein","Million euro","Current health care expenditure (CHE)","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",":",""
"2010","Liechtenstein","Million euro","Current health care expenditure (CHE)","Voluntary health care payment schemes",":",""
"2010","Norway","Million euro","Current health care expenditure (CHE)","All financing schemes",":",""
"2010","Norway","Million euro","Current health care expenditure (CHE)","Government schemes and compulsory contributory health care financing schemes",":",""
"2010","Norway","Million euro","Current health care expenditure (CHE)","Government schemes",":",""
"2010","Norway","Million euro","Current health care expenditure (CHE)","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",":",""
"2010","Norway","Million euro","Current health care expenditure (CHE)","Voluntary health care payment schemes",":",""
"2010","Switzerland","Million euro","Current health care expenditure (CHE)","All financing schemes","47,189.68",""
"2010","Switzerland","Million euro","Current health care expenditure (CHE)","Government schemes and compulsory contributory health care financing schemes","29,149.43",""
"2010","Switzerland","Million euro","Current health care expenditure (CHE)","Government schemes","9,963.74",""
"2010","Switzerland","Million euro","Current health care expenditure (CHE)","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)","19,185.69",""
"2010","Switzerland","Million euro","Current health care expenditure (CHE)","Voluntary health care payment schemes","4,316.98",""
"2010","Bosnia and Herzegovina","Million euro","Current health care expenditure (CHE)","All financing schemes",":",""
"2010","Bosnia and Herzegovina","Million euro","Current health care expenditure (CHE)","Government schemes and compulsory contributory health care financing schemes",":",""
"2010","Bosnia and Herzegovina","Million euro","Current health care expenditure (CHE)","Government schemes",":",""
"2010","Bosnia and Herzegovina","Million euro","Current health care expenditure (CHE)","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",":",""
"2010","Bosnia and Herzegovina","Million euro","Current health care expenditure (CHE)","Voluntary health care payment schemes",":",""
"2011","European Union - 27 countries (from 2020)","Million euro","Current health care expenditure (CHE)","All financing schemes",":",""
"2011","European Union - 27 countries (from 2020)","Million euro","Current health care expenditure (CHE)","Government schemes and compulsory contributory health care financing schemes",":",""
"2011","European Union - 27 countries (from 2020)","Million euro","Current health care expenditure (CHE)","Government schemes",":",""
"2011","European Union - 27 countries (from 2020)","Million euro","Current health care expenditure (CHE)","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",":",""
"2011","European Union - 27 countries (from 2020)","Million euro","Current health care expenditure (CHE)","Voluntary health care payment schemes",":",""
"2011","European Union - 28 countries (2013-2020)","Million euro","Current health care expenditure (CHE)","All financing schemes",":",""
"2011","European Union - 28 countries (2013-2020)","Million euro","Current health care expenditure (CHE)","Government schemes and compulsory contributory health care financing schemes",":",""
"2011","European Union - 28 countries (2013-2020)","Million euro","Current health care expenditure (CHE)","Government schemes",":",""
"2011","European Union - 28 countries (2013-2020)","Million euro","Current health care expenditure (CHE)","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",":",""
"2011","European Union - 28 countries (2013-2020)","Million euro","Current health care expenditure (CHE)","Voluntary health care payment schemes",":",""
"2011","European Union - 27 countries (2007-2013)","Million euro","Current health care expenditure (CHE)","All financing schemes",":",""
"2011","European Union - 27 countries (2007-2013)","Million euro","Current health care expenditure (CHE)","Government schemes and compulsory contributory health care financing schemes",":",""
"2011","European Union - 27 countries (2007-2013)","Million euro","Current health care expenditure (CHE)","Government schemes",":",""
"2011","European Union - 27 countries (2007-2013)","Million euro","Current health care expenditure (CHE)","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",":",""
"2011","European Union - 27 countries (2007-2013)","Million euro","Current health care expenditure (CHE)","Voluntary health care payment schemes",":",""
"2011","European Union - 15 countries (1995-2004)","Million euro","Current health care expenditure (CHE)","All financing schemes",":",""
"2011","European Union - 15 countries (1995-2004)","Million euro","Current health care expenditure (CHE)","Government schemes and compulsory contributory health care financing schemes",":",""
"2011","European Union - 15 countries (1995-2004)","Million euro","Current health care expenditure (CHE)","Government schemes",":",""
"2011","European Union - 15 countries (1995-2004)","Million euro","Current health care expenditure (CHE)","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",":",""
"2011","European Union - 15 countries (1995-2004)","Million euro","Current health care expenditure (CHE)","Voluntary health care payment schemes",":",""
"2011","Euro area - 19 countries  (from 2015)","Million euro","Current health care expenditure (CHE)","All financing schemes",":",""
"2011","Euro area - 19 countries  (from 2015)","Million euro","Current health care expenditure (CHE)","Government schemes and compulsory contributory health care financing schemes",":",""
"2011","Euro area - 19 countries  (from 2015)","Million euro","Current health care expenditure (CHE)","Government schemes",":",""
"2011","Euro area - 19 countries  (from 2015)","Million euro","Current health care expenditure (CHE)","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",":",""
"2011","Euro area - 19 countries  (from 2015)","Million euro","Current health care expenditure (CHE)","Voluntary health care payment schemes",":",""
"2011","Euro area - 18 countries (2014)","Million euro","Current health care expenditure (CHE)","All financing schemes",":",""
"2011","Euro area - 18 countries (2014)","Million euro","Current health care expenditure (CHE)","Government schemes and compulsory contributory health care financing schemes",":",""
"2011","Euro area - 18 countries (2014)","Million euro","Current health care expenditure (CHE)","Government schemes",":",""
"2011","Euro area - 18 countries (2014)","Million euro","Current health care expenditure (CHE)","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",":",""
"2011","Euro area - 18 countries (2014)","Million euro","Current health care expenditure (CHE)","Voluntary health care payment schemes",":",""
"2011","Euro area - 12 countries (2001-2006)","Million euro","Current health care expenditure (CHE)","All financing schemes",":",""
"2011","Euro area - 12 countries (2001-2006)","Million euro","Current health care expenditure (CHE)","Government schemes and compulsory contributory health care financing schemes",":",""
"2011","Euro area - 12 countries (2001-2006)","Million euro","Current health care expenditure (CHE)","Government schemes",":",""
"2011","Euro area - 12 countries (2001-2006)","Million euro","Current health care expenditure (CHE)","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",":",""
"2011","Euro area - 12 countries (2001-2006)","Million euro","Current health care expenditure (CHE)","Voluntary health care payment schemes",":",""
"2011","Belgium","Million euro","Current health care expenditure (CHE)","All financing schemes","38,428.71",""
"2011","Belgium","Million euro","Current health care expenditure (CHE)","Government schemes and compulsory contributory health care financing schemes","29,811.80",""
"2011","Belgium","Million euro","Current health care expenditure (CHE)","Government schemes","4,161.97",""
"2011","Belgium","Million euro","Current health care expenditure (CHE)","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)","25,649.83",""
"2011","Belgium","Million euro","Current health care expenditure (CHE)","Voluntary health care payment schemes","1,633.76",""
"2011","Bulgaria","Million euro","Current health care expenditure (CHE)","All financing schemes","2,946.38",""
"2011","Bulgaria","Million euro","Current health care expenditure (CHE)","Government schemes and compulsory contributory health care financing schemes","1,601.04",""
"2011","Bulgaria","Million euro","Current health care expenditure (CHE)","Government schemes","456.59",""
"2011","Bulgaria","Million euro","Current health care expenditure (CHE)","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)","1,144.45",""
"2011","Bulgaria","Million euro","Current health care expenditure (CHE)","Voluntary health care payment schemes","35.53",""
"2011","Czechia","Million euro","Current health care expenditure (CHE)","All financing schemes",":",""
"2011","Czechia","Million euro","Current health care expenditure (CHE)","Government schemes and compulsory contributory health care financing schemes",":",""
"2011","Czechia","Million euro","Current health care expenditure (CHE)","Government schemes",":",""
"2011","Czechia","Million euro","Current health care expenditure (CHE)","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",":",""
"2011","Czechia","Million euro","Current health care expenditure (CHE)","Voluntary health care payment schemes",":",""
"2011","Denmark","Million euro","Current health care expenditure (CHE)","All financing schemes","25,167.02",""
"2011","Denmark","Million euro","Current health care expenditure (CHE)","Government schemes and compulsory contributory health care financing schemes","21,043.06",""
